Season,TeamID,Team,Conference,Number,Player,Yr,Pos,Ht,GP,GS,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RetAtt,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Dbl Dbl
2025-2026,604753.0,Arkansas,Sec,21,Parker Duncan,Fr,OH,6-1,27,17.0,101,323,147,958,0.184,5.0,12.0,37.0,130.0,458.0,26.0,5.0,31.0,8.0,355.5,1.0,,
2025-2026,604753.0,Arkansas,Sec,30,Romani Thurman,Jr,OPP,5-10,27,26.0,101,251,103,689,0.215,13.0,5.0,12.0,96.0,5.0,,1.0,67.0,7.0,290.5,,,
2025-2026,604753.0,Arkansas,Sec,9,Sydney Maue,Fr,OPP,6-1,15,1.0,39,55,28,176,0.153,1.0,,,27.0,2.0,,,12.0,1.0,61.0,,,
2025-2026,604753.0,Arkansas,Sec,44,Zoi Evans,Sr,MB,6-4,27,27.0,103,98,22,235,0.323,8.0,7.0,32.0,28.0,1.0,,4.0,77.0,2.0,147.5,,,
2025-2026,604752.0,Arkansas St.,Sun Belt,1,Abby Harris,Sr,RS,6-1,1,0.0,1,0,1,3,-0.333,1.0,,,1.0,,,,,,,,,
2025-2026,604752.0,Arkansas St.,Sun Belt,15,Addison Collum,So,RS,6-0,31,22.0,119,267,85,660,0.276,5.0,7.0,4.0,65.0,11.0,3.0,4.0,78.0,12.0,317.0,,,
2025-2026,604752.0,Arkansas St.,Sun Belt,12,Bailey Hall,Jr,OH,5-10,5,1.0,8,11,5,31,0.194,3.0,1.0,2.0,7.0,13.0,1.0,,2.0,,13.0,,,
2025-2026,604752.0,Arkansas St.,Sun Belt,4,Daedrianna Cail,Sr,MB,5-11,31,31.0,119,282,78,574,0.355,25.0,31.0,50.0,97.0,29.0,4.0,36.0,147.0,21.0,422.5,,,
2025-2026,604752.0,Arkansas St.,Sun Belt,22,Devyn Lewis,Jr,OH,6-1,30,13.0,116,284,130,846,0.182,6.0,9.0,12.0,98.0,143.0,10.0,8.0,50.0,4.0,326.0,,,
2025-2026,604752.0,Arkansas St.,Sun Belt,8,Erin Madigan,Jr,S,6-1,31,28.0,118,29,7,64,0.344,741.0,20.0,23.0,244.0,2.0,,4.0,19.0,,62.5,,,
2025-2026,604752.0,Arkansas St.,Sun Belt,13,Haley Glunz,Jr,MB,6-1,31,31.0,119,142,47,319,0.298,8.0,,4.0,37.0,7.0,1.0,16.0,95.0,8.0,205.5,,,
2025-2026,604752.0,Arkansas St.,Sun Belt,7,Kaitlin Whitlock,Jr,OH,5-8,31,31.0,119,323,136,926,0.202,15.0,37.0,36.0,336.0,914.0,53.0,9.0,42.0,12.0,390.0,5.0,,
2025-2026,604752.0,Arkansas St.,Sun Belt,17,Karlin Lott,Fr,L,5-7,1,0.0,1,0,0,0,,,,,,1.0,,,,,,,,
2025-2026,604752.0,Arkansas St.,Sun Belt,3,Libby Gee-Weiler,Jr,L/DS,5-6,31,17.0,116,0,3,9,-0.333,39.0,18.0,29.0,202.0,353.0,22.0,,,,18.0,,,
2025-2026,604752.0,Arkansas St.,Sun Belt,10,Maya Joska,Fr,S,6-0,5,1.0,6,4,1,8,0.375,20.0,,2.0,8.0,1.0,,1.0,,,5.0,,,
2025-2026,604752.0,Arkansas St.,Sun Belt,11,Mia Maloney,Jr,L/DS,5-8,31,0.0,119,3,1,17,0.118,94.0,51.0,34.0,431.0,635.0,30.0,,,,54.0,,,
2025-2026,604752.0,Arkansas St.,Sun Belt,9,Parker Stearns,Fr,OH,6-3,1,0.0,1,2,0,2,1.0,,,,,,,,,,2.0,,,
2025-2026,604752.0,Arkansas St.,Sun Belt,19,Payton Van Veen,Sr,OH,6-3,31,9.0,110,182,49,533,0.25,5.0,4.0,8.0,56.0,2.0,1.0,10.0,60.0,1.0,226.0,1.0,,
2025-2026,604752.0,Arkansas St.,Sun Belt,5,Rachel Jackson,Fr,L/DS,5-7,1,0.0,1,0,0,0,,,,,2.0,4.0,2.0,,,,,,,
2025-2026,604752.0,Arkansas St.,Sun Belt,21,Valeria Ortiz,Jr,S,5-8,31,2.0,110,16,3,42,0.31,463.0,6.0,19.0,139.0,2.0,2.0,,1.0,,22.5,3.0,,
2025-2026,604936.0,Army West Point,Patriot,12,Alexandra Prange,So,L/DS,5-2,1,0.0,1,0,0,0,,,,,1.0,,,,,,,,,
2025-2026,604936.0,Army West Point,Patriot,23,Annette Lee,Fr,L/DS,5-6,25,0.0,87,0,0,9,0.0,49.0,10.0,25.0,239.0,357.0,18.0,,1.0,,10.5,,,
2025-2026,604936.0,Army West Point,Patriot,8,Ashli Alcala-Romero,Sr,L/DS,5-5,12,0.0,31,0,0,1,0.0,4.0,4.0,4.0,44.0,65.0,2.0,,,,4.0,,,
2025-2026,604936.0,Army West Point,Patriot,22,Breelyn Bender,So,MB,6-2,20,15.0,64,81,32,200,0.245,5.0,,,17.0,6.0,1.0,9.0,41.0,6.0,110.5,,,
2025-2026,604936.0,Army West Point,Patriot,5,Chloe Murakami,Sr,OH,6-0,28,27.0,104,371,177,1057,0.184,17.0,28.0,46.0,260.0,544.0,27.0,4.0,26.0,3.0,416.0,2.0,,
2025-2026,604936.0,Army West Point,Patriot,28,Corrine Blackburn,Fr,MB,6-4,20,12.0,56,72,28,171,0.257,1.0,,,6.0,2.0,,8.0,39.0,5.0,99.5,,,
2025-2026,604936.0,Army West Point,Patriot,14,Hannah Hankerson,Fr,OH,5-7,14,0.0,24,4,3,12,0.083,1.0,3.0,1.0,27.0,54.0,7.0,,,,7.0,,,
2025-2026,604936.0,Army West Point,Patriot,24,Janie Deapen,Fr,OH,5-10,14,5.0,32,44,27,127,0.134,3.0,,2.0,25.0,19.0,2.0,2.0,12.0,2.0,52.0,,,
2025-2026,604936.0,Army West Point,Patriot,3,Juliette Myrick,Jr,S,6-0,24,24.0,91,123,58,366,0.178,566.0,17.0,32.0,232.0,5.0,1.0,3.0,33.0,4.0,159.5,4.0,3.0,
2025-2026,604936.0,Army West Point,Patriot,6,Kealakai Bandy,So,OH,5-10,5,0.0,5,3,3,15,0.0,,,,2.0,4.0,,,,,3.0,,,
2025-2026,604936.0,Army West Point,Patriot,19,Kennedy Jones,Fr,RS,6-0,16,4.0,29,23,17,73,0.082,1.0,,,5.0,,,,6.0,1.0,26.0,,,
2025-2026,604936.0,Army West Point,Patriot,9,Mackenzie Lynch,Sr,OH,6-2,28,28.0,105,359,165,1008,0.192,31.0,17.0,28.0,298.0,654.0,42.0,6.0,58.0,1.0,411.0,1.0,,
2025-2026,604936.0,Army West Point,Patriot,25,Marin Harvey,Fr,OPP,6-1,19,10.0,52,76,40,216,0.167,2.0,,,16.0,2.0,,1.0,21.0,4.0,87.5,,,
2025-2026,604936.0,Army West Point,Patriot,7,Michelle Parker,So,MB,6-2,25,21.0,77,123,45,280,0.279,2.0,2.0,7.0,18.0,6.0,,2.0,65.0,2.0,159.5,,,
2025-2026,604936.0,Army West Point,Patriot,10,Naomi Chinchar,So,S,5-8,28,5.0,106,14,8,65,0.092,551.0,25.0,23.0,259.0,7.0,,,2.0,3.0,40.0,,,
2025-2026,604936.0,Army West Point,Patriot,20,Nathalie Tulumaris,Fr,L/DS,5-5,11,0.0,25,0,0,1,0.0,2.0,5.0,10.0,7.0,3.0,1.0,,,,5.0,,,
2025-2026,604936.0,Army West Point,Patriot,11,Nicole Stroud,So,L,5-6,22,0.0,72,0,1,7,-0.143,36.0,16.0,22.0,154.0,269.0,7.0,,,,16.0,,,
2025-2026,604936.0,Army West Point,Patriot,17,Norah Shattan,Sr,OH,5-8,27,1.0,85,0,1,4,-0.25,5.0,11.0,19.0,43.0,31.0,2.0,,,,11.0,,,
2025-2026,604936.0,Army West Point,Patriot,15,Tatum Grimes,So,RS,6-2,8,8.0,31,61,32,183,0.158,,,,13.0,3.0,,2.0,20.0,,73.0,,,
2025-2026,604936.0,Army West Point,Patriot,16,Victoria Kasanganay,So,MB,5-10,13,8.0,35,38,15,123,0.187,,,,9.0,4.0,,2.0,31.0,2.0,55.5,,,
2025-2026,604755.0,Auburn,Sec,15,Alexis Dacosta,Sr,L/DS,5-11,26,0.0,92,0,0,7,0.0,105.0,1.0,10.0,356.0,470.0,20.0,,,,1.0,,,
2025-2026,604755.0,Auburn,Sec,3,Audrey Nuckols,Fr,OH,6-3,1,0.0,1,0,0,0,,,,,,,,,,,,,,
2025-2026,604755.0,Auburn,Sec,4,Baileigh Carlsen,Fr,L/DS,5-8,13,0.0,46,1,0,1,1.0,9.0,4.0,10.0,26.0,2.0,,,,,5.0,,,
2025-2026,604755.0,Auburn,Sec,12,Bel Zimmerman,Sr,OH,6-2,28,28.0,102,249,84,648,0.255,9.0,2.0,6.0,79.0,24.0,1.0,4.0,85.0,13.0,297.5,,,
2025-2026,604755.0,Auburn,Sec,21,Bella Humphrey,So,L/DS,5-9,10,0.0,32,0,0,0,,2.0,4.0,12.0,8.0,1.0,,,,,4.0,,,
2025-2026,604755.0,Auburn,Sec,8,Eden Bower,Jr,OH,6-3,23,0.0,77,54,21,183,0.18,2.0,,,35.0,3.0,1.0,3.0,54.0,4.0,84.0,,,
2025-2026,604755.0,Auburn,Sec,17,Grace Havlicek,So,MB,6-3,28,28.0,102,99,28,208,0.341,2.0,8.0,14.0,19.0,14.0,1.0,8.0,102.0,9.0,166.0,,,
2025-2026,604755.0,Auburn,Sec,99,Greer Chambless,Fr,OH,6-0,7,0.0,25,48,23,117,0.214,1.0,,1.0,11.0,,,,13.0,,54.5,,,
2025-2026,604755.0,Auburn,Sec,19,Jasmine Okeoma,Jr,MB,6-3,1,0.0,1,0,0,0,,,,,,,,,,,,,,
2025-2026,604755.0,Auburn,Sec,6,Kalei Edson,So,S,5-10,28,0.0,102,0,2,6,-0.333,482.0,19.0,41.0,177.0,6.0,1.0,,,,19.0,1.0,,
